capacidade_estadio,publico_estadio,time_casa,valor_mercado_casa,valor_mercado_media_casa,media_idade_casa,jogadores_de_selecao_casa,jogadores_de_sub_selecao_casa,estrangeiros_casa,gols_casa,posse_casa,socios_torcedores_casa,tentativas_casa,chutes_fora_casa,defesa_casa,escanteios_casa,cobrancas_falta_casa,faltas_cometidas_casa,impedimentos_casa,time_fora,valor_mercado_fora,valor_mercado_media_fora,media_idade_fora,jogadores_de_selecao_fora,jogadores_de_sub_selecao_fora,estrangeiros_fora,socios_torcedores_fora,gols_fora,posse_fora,tentativas_fora,chutes_fora_fora,defesa_fora,escanteios_fora,cobrancas_falta_fora,faltas_cometidas_fora,impedimentos_fora,ano,fase
37.182,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,0,36,38000.0,1,1,3,2,11,5,3,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,64,8,3,0,6,5,13,2,2020,1.Rodada
35.000,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,3,32,43659.0,4,0,0,0,2,1,1,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,2,68,2,0,0,1,1,3,0,2020,1.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,0,63,109442.0,17,10,4,9,21,12,2,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,37,10,2,2,2,10,24,3,2020,1.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,1,54,70773.0,10,5,5,4,19,10,4,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,46,18,8,3,2,9,19,2,2020,1.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,0,43,34119.0,10,4,3,3,7,12,1,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,2,57,13,4,3,4,11,7,1,2020,1.Rodada
46.931,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,1,61,56417.0,15,8,2,8,14,18,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,2,39,12,7,1,5,14,14,1,2020,1.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,0,53,116188.0,12,8,5,4,10,18,4,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,0,47,17,7,4,7,18,12,2,2020,1.Rodada
12.500,0,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0,41,0.0,9,4,3,2,18,16,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,3,59,15,6,3,9,16,19,1,2020,1.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,1,55,175974.0,14,7,2,6,11,19,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,1,45,12,5,2,3,17,11,2,2020,1.Rodada
57.000,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,3,55,85000.0,25,9,2,8,11,19,3,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,2,45,7,2,10,4,18,11,1,2020,2.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,2,100,0.0,2,0,0,0,0,0,0,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,2020,2.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,1,55,0.0,23,12,2,11,8,13,1,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,1,45,9,6,7,3,13,8,1,2020,2.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,3,35,0.0,13,5,3,11,19,15,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,0,65,8,3,4,5,15,19,1,2020,2.Rodada
30.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,1,46,75000.0,12,7,3,3,17,16,1,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,0,54,14,8,4,8,14,18,5,2020,2.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,52,48280.0,10,6,0,3,30,20,3,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,48,9,5,0,3,18,31,0,2020,2.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,1,42,10236.0,11,5,7,1,7,17,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,1,58,14,4,4,7,15,7,0,2020,2.Rodada
67.428,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,1,52,151724.0,13,7,3,6,17,16,4,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,0,48,12,6,2,7,14,18,3,2020,2.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,58,142000.0,25,13,1,9,13,28,2,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,0,42,6,3,5,4,26,14,2,2020,2.Rodada
24.584,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,2,46,53957.0,9,2,1,5,16,29,1,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,0,54,13,8,4,8,29,17,4,2020,2.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,0,47,148613.0,24,9,2,7,14,16,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,0,53,5,2,7,5,14,14,0,2020,3.Rodada
37.182,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,0,33,38000.0,8,2,6,4,16,25,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,1,67,18,5,3,5,24,16,1,2020,3.Rodada
57.000,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,2,61,85000.0,11,3,1,4,12,14,2,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,0,39,13,7,3,0,12,15,1,2020,3.Rodada
24.584,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,2,41,53957.0,8,5,4,3,15,16,1,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,1,59,11,4,1,4,14,15,1,2020,3.Rodada
30.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,2,42,75000.0,10,4,2,3,14,16,2,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,58,16,7,2,7,15,16,1,2020,3.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,43,48280.0,10,2,1,1,23,13,1,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,57,9,4,3,4,11,24,1,2020,3.Rodada
13.500,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,1,32,0.0,10,5,3,4,15,13,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,1,68,15,8,3,9,12,15,2,2020,3.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,0,58,34119.0,12,8,6,4,8,9,2,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,0,42,15,6,1,7,9,8,1,2020,3.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,3,33,70773.0,11,5,1,2,21,9,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,1,67,12,6,3,6,9,22,0,2020,3.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,1,60,109442.0,8,4,1,1,19,17,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,1,40,10,5,1,2,16,20,3,2020,4.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,2,52,0.0,13,6,3,6,14,19,2,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,1,48,9,3,1,4,18,14,0,2020,4.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0,56,0.0,6,5,2,5,18,20,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,44,10,6,0,7,19,19,2,2020,4.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,3,57,142000.0,11,3,1,4,16,19,1,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,0,43,7,5,2,3,16,17,2,2020,4.Rodada
50.049,0,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,1,47,0.0,13,9,0,2,14,16,3,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,3,53,13,5,3,6,14,15,2,2020,4.Rodada
46.931,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,2,26,56417.0,10,3,8,7,10,9,1,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,74,31,13,3,16,6,10,2,2020,4.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,3,63,116188.0,23,6,3,10,6,15,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,1,37,9,3,9,0,15,7,3,2020,4.Rodada
35.000,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,0,41,43659.0,11,3,4,4,17,23,1,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,1,59,16,10,5,5,22,17,1,2020,4.Rodada
67.428,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,1,68,151724.0,24,12,3,5,16,14,4,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,1,32,8,2,4,6,14,16,1,2020,4.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,0,58,10236.0,22,9,1,13,13,18,1,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,3,42,5,0,2,2,18,14,2,2020,4.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0,65,0.0,14,6,2,7,11,21,1,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,1,35,9,3,5,2,21,12,2,2020,5.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,1,33,142000.0,6,1,0,2,20,20,3,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,0,67,11,5,2,5,19,21,1,2020,5.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,1,67,109442.0,15,5,0,5,16,15,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,1,33,7,4,4,4,14,17,2,2020,5.Rodada
24.584,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,0,47,53957.0,10,6,4,6,17,23,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,0,53,14,5,3,4,23,17,0,2020,5.Rodada
67.000,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,2,49,175974.0,17,6,2,5,13,21,4,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,1,51,9,4,3,6,19,14,0,2020,5.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,1,47,0.0,15,5,2,10,18,17,1,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,2,53,7,1,1,3,14,18,2,2020,5.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,2,38,10236.0,11,5,7,6,7,21,1,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,0,62,16,7,2,11,18,7,1,2020,5.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,1,59,116188.0,21,10,2,5,11,14,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,41,10,7,6,1,13,12,5,2020,5.Rodada
46.931,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,0,49,56417.0,7,4,2,5,21,14,2,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,2,51,7,2,2,3,13,24,2,2020,6.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,46,48280.0,12,6,3,2,16,19,1,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,1,54,9,3,1,4,15,16,1,2020,6.Rodada
30.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,1,49,75000.0,9,1,4,8,15,15,1,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,1,51,11,3,0,2,15,16,4,2020,6.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,3,59,34119.0,13,6,2,3,9,22,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,0,41,6,3,3,4,19,10,1,2020,6.Rodada
67.428,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,2,53,151724.0,14,7,4,7,22,16,2,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,47,7,2,3,4,16,22,1,2020,6.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,0,52,70773.0,22,11,5,9,26,14,5,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,1,48,10,4,5,2,12,26,1,2020,6.Rodada
37.182,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,1,58,38000.0,13,6,1,5,17,14,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,0,42,7,4,2,2,14,19,1,2020,6.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0,54,0.0,14,8,3,4,10,16,1,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,2,46,13,2,4,4,16,11,2,2020,6.Rodada
57.000,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,0,64,85000.0,21,8,4,9,23,7,1,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,2,36,10,3,6,1,7,23,1,2020,6.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,2,66,148613.0,26,12,1,8,17,15,2,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,1,34,5,2,8,1,15,17,1,2020,6.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,1,27,10236.0,9,5,0,2,18,22,4,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,0,73,5,3,3,6,20,18,2,2020,7.Rodada
50.049,0,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,1,46,0.0,11,7,3,3,12,16,1,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,2,54,11,5,3,6,14,12,0,2020,7.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,43,48280.0,11,4,2,2,16,14,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,1,57,15,9,3,9,13,16,1,2020,7.Rodada
46.931,0,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,0,55,56417.0,17,9,3,6,21,23,1,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,0,45,7,2,5,6,22,21,0,2020,7.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,1,58,0.0,11,3,2,2,11,15,1,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,42,18,8,4,8,13,12,0,2020,7.Rodada
55.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,3,42,75000.0,14,6,3,5,17,8,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,5,58,20,7,3,6,8,17,2,2020,7.Rodada
43.600,0,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,1,50,175974.0,11,5,1,5,22,21,1,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,142000.0,1,50,8,2,0,4,20,23,0,2020,7.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,2,61,70773.0,11,3,1,9,20,17,2,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,53957.0,2,39,9,3,3,2,16,21,1,2020,7.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,1,72,148613.0,28,15,1,11,11,10,1,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,2,28,5,2,6,1,10,11,1,2020,7.Rodada
23.018,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,3,51,85000.0,14,3,4,5,10,18,3,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,0,49,13,7,5,3,16,11,1,2020,7.Rodada
78.838,0,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,2,62,109442.0,18,9,1,11,19,12,3,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,38,4,2,6,3,11,21,4,2020,8.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,2,61,116188.0,14,4,1,12,9,18,1,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,2,39,13,8,4,6,17,10,2,2020,8.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,0,63,10236.0,13,6,3,7,18,18,1,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,70773.0,1,37,9,3,6,5,18,18,2,2020,8.Rodada
13.212,0,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,1,38,0.0,20,8,2,5,10,23,1,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,2,62,14,7,3,3,23,12,2,2020,8.Rodada
67.428,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,3,50,151724.0,14,9,3,3,12,20,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,48280.0,1,50,12,4,0,2,19,13,2,2020,8.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,62,142000.0,9,2,1,7,10,11,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,75000.0,2,38,9,3,3,5,11,11,1,2020,8.Rodada
24.584,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,1,32,53957.0,8,5,4,3,15,7,2,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,0.0,0,68,14,4,1,2,5,16,1,2020,8.Rodada
13.000,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,1,49,0.0,8,6,1,3,12,16,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,1,51,6,4,1,3,16,13,1,2020,8.Rodada
35.000,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,2,52,43659.0,17,6,4,9,15,18,1,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,0.0,1,48,10,5,4,4,16,17,0,2020,8.Rodada
37.182,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,0,47,38000.0,13,5,1,4,16,14,0,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,53,19,12,3,4,13,19,2,2020,8.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,1,61,0.0,17,9,4,7,8,19,3,Botafogo FR,119000.0,3970.0,25.8,4.0,3.0,5.0,56417.0,1,39,12,5,2,3,17,10,2,2020,9.Rodada
50.049,0,Goiás EC,13800.0,460.0,28.1,0.0,0.0,3.0,3,55,0.0,19,8,0,9,11,27,0,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,3,45,13,5,4,2,25,13,2,2020,9.Rodada
60.326,0,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,1,53,34119.0,12,7,1,6,14,27,0,Sport Recife,33250.0,1010.0,28.1,0.0,1.0,8.0,43659.0,0,47,4,2,3,1,26,14,2,2020,9.Rodada
67.428,0,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,1,59,151724.0,14,5,1,5,16,18,5,RB Bragantino,66600.0,2300.0,25.0,4.0,0.0,7.0,0.0,1,41,10,5,3,1,15,18,2,2020,9.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,1,47,48280.0,18,7,4,7,16,15,1,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,2,53,13,6,2,6,15,16,2,2020,9.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,3,42,70773.0,8,3,3,4,15,11,4,Atlético Mineiro,87500.0,3020.0,27.1,3.0,2.0,7.0,85000.0,1,58,16,6,1,5,7,15,1,2020,9.Rodada
56.000,0,SC Internacional,97050.0,2370.0,25.3,4.0,3.0,9.0,2,62,142000.0,17,7,0,10,15,15,1,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,10236.0,0,38,6,5,7,3,15,16,1,2020,9.Rodada
49.205,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,0,55,116188.0,10,4,6,5,15,13,1,SE Palmeiras,228450.0,7370.0,25.8,7.0,1.0,8.0,175974.0,2,45,21,8,4,6,12,16,2,2020,9.Rodada
55.000,0,EC Bahia,90600.0,3020.0,27.7,2.0,1.0,5.0,0,50,75000.0,17,9,4,8,9,12,1,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,148613.0,2,50,18,9,6,4,12,9,2,2020,9.Rodada
24.584,0,CR Vasco da Gama,84750.0,2290.0,27.5,3.0,2.0,12.0,1,54,53957.0,9,2,5,1,23,15,0,Atlético Goianiense,17100.0,518.0,26.9,0.0,1.0,4.0,0.0,2,46,13,4,4,4,13,23,1,2020,9.Rodada
42.372,0,Athletico Paranaense,38300.0,1200.0,26.3,1.0,3.0,8.0,1,43,0.0,10,6,1,9,12,21,3,Coritiba FC,16500.0,569.0,27.8,1.0,0.0,4.0,38000.0,0,57,5,2,1,6,21,12,3,2020,10.Rodada
20.120,0,Santos FC,88750.0,2610.0,26.7,3.0,2.0,8.0,2,55,70773.0,10,4,4,5,19,18,1,São Paulo FC,76850.0,2260.0,27.0,7.0,0.0,7.0,151724.0,2,45,12,3,4,2,15,20,3,2020,10.Rodada
82.238,0,Fluminense FC,66750.0,1850.0,28.2,6.0,2.0,9.0,2,49,48280.0,15,7,2,5,14,14,0,SC Corinthians,111250.0,3370.0,26.4,5.0,2.0,10.0,116188.0,1,51,9,5,1,8,12,15,2,2020,10.Rodada
60.540,0,Grêmio FBPA,93600.0,2840.0,26.4,3.0,2.0,11.0,1,56,148613.0,14,4,1,6,12,11,2,Fortaleza EC,47150.0,1630.0,30.0,2.0,1.0,10.0,34119.0,1,44,3,0,2,2,9,13,0,2020,10.Rodada
60.326,0,Ceará SC,25600.0,731.0,28.5,0.0,0.0,5.0,2,37,10236.0,8,3,2,5,5,8,2,CR Flamengo,201250.0,6490.0,27.0,12.0,1.0,7.0,109442.0,0,63,11,7,1,8,8,6,2,2020,10.Rodada
